# Constructed from biom file																								
#OTU ID	19-03-26-R1-N1-A	19-03-26-R1-N1-B	19-03-26-R1-N1-C	19-03-26-R1-N1-D	19-03-26-R1-N2-C	22-01-18-R1-N1-B	22-01-18-R1-N1-C	22-01-18-R1-N1-D	22-01-18-R1-N2-A	22-01-18-R1-N2-B	22-01-18-R1-N2-C	22-01-18-R1-N2-D	22-01-25-R1-N1-A	22-01-25-R1-N1-B	22-01-25-R1-N1-D	22-01-25-R1-N2-A	22-01-25-R1-N2-B	22-01-25-R1-N2-D	22-03-22-R1-N1-B	22-03-22-R1-N1-C	22-03-22-R1-N1-D	22-03-22-R1-N2-B	22-03-22-R1-N2-D	taxonomy
LOWRY-BTS-221	35	90	69	0	49	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia
LOWRY-BTS-222	34	80	62	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
LOWRY-BTS-223	22	19	33	0	11	0	21	15	0	0	10	42	28	0	0	0	0	0	20	17	0	0	0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JCM_18997; s__uncultured_bacterium
LOWRY-BTS-224	0	35	0	0	0	27	0	0	41	19	24	53	0	0	33	0	0	17	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga
LOWRY-BTS-225	21	32	0	0	20	13	0	34	0	16	0	28	0	0	0	17	0	17	17	0	11	0	16	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-226	44	55	26	9	52	0	0	18	11	0	0	0	5	0	0	9	7	3	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Obscuribacteraceae; s__uncultured_marine
LOWRY-BTS-227	41	68	53	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
LOWRY-BTS-228	36	76	57	7	52	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Vampirovibrionales; f__Vampirovibrionales; g__Vampirovibrionales; s__uncultured_bacterium
LOWRY-BTS-229	0	0	0	0	0	4	0	15	12	4	6	37	11	0	17	11	6	13	10	0	41	11	32	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__S-70; f__S-70; g__S-70; s__uncultured_bacterium
LOWRY-BTS-230	23	67	51	11	42	10	0	0	6	0	0	10	0	0	0	0	0	0	5	0	0	8	0	d__Bacteria; p__Planctomycetota; c__BD7-11; o__BD7-11; f__BD7-11; g__BD7-11; s__uncultured_bacterium
LOWRY-BTS-231	40	74	36	7	63	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium
LOWRY-BTS-232	14	0	0	0	0	16	0	29	35	14	10	26	20	13	19	15	0	0	0	0	0	20	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067
LOWRY-BTS-233	38	69	75	0	33	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium
LOWRY-BTS-234	19	23	11	0	0	14	0	14	32	6	0	25	34	0	10	9	0	8	0	0	0	0	18	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-235	47	59	18	0	16	11	0	12	11	0	0	19	16	0	0	0	0	9	10	0	0	0	0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__PAUC26f; f__PAUC26f; g__PAUC26f
LOWRY-BTS-236	43	65	45	13	44	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium
LOWRY-BTS-237	27	35	52	0	16	0	0	0	15	0	0	9	29	0	0	11	0	25	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
LOWRY-BTS-238	18	59	96	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	0	0	15	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
LOWRY-BTS-239	17	35	31	6	15	7	6	18	13	11	5	19	13	6	10	0	0	0	0	0	0	0	0	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_gamma
LOWRY-BTS-240	70	0	48	0	39	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae
LOWRY-BTS-241	42	56	33	15	21	0	0	0	19	0	0	0	24	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium
LOWRY-BTS-242	39	61	46	6	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystis; s__uncultured_bacterium
LOWRY-BTS-243	31	84	46	9	32	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007; g__DEV007; s__uncultured_Verrucomicrobiales
LOWRY-BTS-244	28	51	58	12	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19; s__uncultured_bacterium
LOWRY-BTS-245	33	35	23	0	22	8	0	10	29	0	0	19	16	11	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae
LOWRY-BTS-246	31	56	52	0	43	0	0	0	3	0	0	5	0	0	0	0	0	0	3	0	5	7	0	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Vampirovibrionales; f__Vampirovibrionales; g__Vampirovibrionales; s__uncultured_bacterium
LOWRY-BTS-247	0	52	49	0	30	0	0	36	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
LOWRY-BTS-248	46	89	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia
LOWRY-BTS-249	35	66	62	0	27	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__PeM15; f__PeM15; g__PeM15
LOWRY-BTS-250	22	64	33	0	0	0	0	0	0	0	15	21	23	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae
LOWRY-BTS-251	33	42	49	13	19	0	0	0	0	0	0	0	11	0	8	0	0	9	8	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Holosporales; f__Holosporaceae; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-252	35	55	32	0	34	11	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B)
LOWRY-BTS-253	0	78	75	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	13	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium
LOWRY-BTS-254	38	52	58	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium
LOWRY-BTS-255	28	45	17	0	22	10	0	22	0	0	0	0	0	0	16	11	12	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae
LOWRY-BTS-256	0	0	0	19	0	0	0	0	31	0	0	29	31	0	0	0	18	43	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__uncultured_bacterium
LOWRY-BTS-257	30	40	68	0	20	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__Sandaracinus; s__metagenome
LOWRY-BTS-258	0	0	0	0	0	27	0	32	50	34	0	37	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Zoogloea
LOWRY-BTS-259	27	26	12	0	0	0	0	22	21	0	0	17	16	16	0	0	0	0	0	0	0	21	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium
LOWRY-BTS-260	0	0	0	0	0	14	0	8	10	0	16	21	13	8	6	9	13	17	0	6	8	12	12	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17
LOWRY-BTS-261	34	85	43	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured
LOWRY-BTS-262	34	85	30	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium
LOWRY-BTS-263	9	53	32	5	20	9	0	0	11	0	5	17	0	0	7	0	0	7	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__Gimesia
LOWRY-BTS-264	27	48	28	0	11	0	0	7	16	0	0	0	14	12	11	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Fodinicurvataceae; g__uncultured; s__metagenome
LOWRY-BTS-265	27	44	33	9	35	0	0	3	0	0	0	6	4	0	0	0	0	0	4	0	0	0	8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02; s__uncultured_Alphaproteobacteria
LOWRY-BTS-266	9	30	26	0	30	18	0	11	8	0	0	7	0	7	0	0	0	11	0	0	0	14	0	d__Bacteria; p__Myxococcota; c__Polyangia
LOWRY-BTS-267	14	48	31	0	26	0	0	7	0	0	0	0	13	0	0	10	0	10	6	5	0	0	0	d__Bacteria; p__Chloroflexi; c__OLB14; o__OLB14; f__OLB14; g__OLB14; s__uncultured_bacterium
LOWRY-BTS-268	10	19	8	0	0	21	0	12	12	0	0	11	14	0	7	0	9	7	10	6	5	9	10	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae
LOWRY-BTS-269	0	0	0	0	0	0	0	0	16	0	0	0	20	0	10	8	0	0	17	0	17	41	27	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Holosporales; f__Holosporaceae; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-270	31	56	45	0	10	0	0	0	0	4	0	0	0	0	4	4	4	11	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-271	26	0	17	0	34	16	0	22	23	0	0	0	0	0	15	0	0	0	0	0	0	0	16	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured
LOWRY-BTS-272	26	28	24	0	0	0	0	0	0	0	0	14	22	0	43	10	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
LOWRY-BTS-273	23	24	33	0	0	0	0	17	11	0	0	24	0	13	0	0	0	9	13	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02
LOWRY-BTS-274	0	0	0	0	0	9	0	25	21	0	12	14	8	9	10	0	0	6	11	0	10	11	15	d__Bacteria; p__Myxococcota; c__Polyangia
LOWRY-BTS-275	0	0	0	0	33	0	0	41	25	17	0	0	0	0	0	0	0	36	0	0	0	0	12	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
LOWRY-BTS-276	23	39	26	10	18	0	0	0	11	0	0	19	0	0	0	0	0	5	8	0	0	0	0	d__Bacteria
LOWRY-BTS-277	16	42	23	0	41	0	0	19	5	0	0	0	0	0	3	4	0	6	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-278	0	0	0	0	0	6	0	10	16	0	9	14	8	7	13	6	0	0	12	3	27	13	14	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured; s__uncultured_Bacteroidetes
LOWRY-BTS-279	27	64	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__oc32; s__uncultured_bacterium
LOWRY-BTS-280	27	28	62	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae
LOWRY-BTS-281	26	59	25	0	39	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Obscuribacteraceae; s__uncultured_bacterium
LOWRY-BTS-282	16	31	22	0	25	0	0	16	15	8	0	0	0	0	15	0	0	0	0	0	0	0	7	d__Bacteria; p__Planctomycetota; c__BD7-11; o__BD7-11; f__BD7-11; g__BD7-11; s__uncultured_bacterium
LOWRY-BTS-283	18	40	48	0	0	0	0	18	0	0	0	0	15	0	0	0	0	14	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
LOWRY-BTS-284	27	45	21	0	21	5	0	7	0	0	0	6	0	0	0	0	0	0	4	0	7	0	9	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__11-24; f__11-24; g__11-24; s__uncultured_Acidobacteriales
LOWRY-BTS-285	16	17	0	0	12	9	0	16	6	6	0	25	0	0	8	0	6	12	12	0	0	0	7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Immundisolibacterales; f__Immundisolibacteraceae; g__Immundisolibacter
LOWRY-BTS-286	42	25	16	4	14	4	0	0	15	4	0	6	6	0	0	0	0	0	4	0	0	4	5	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__cvE6; g__cvE6; s__uncultured_Chlamydia
LOWRY-BTS-287	0	93	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidithiobacillales; f__Acidithiobacillaceae; g__RCP1-48; s__uncultured_bacterium
LOWRY-BTS-288	0	0	0	0	0	0	0	0	41	0	0	42	0	0	0	0	0	0	0	0	0	28	35	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia; s__uncultured_Rhodospirillales
LOWRY-BTS-289	22	46	21	8	29	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-290	10	52	30	10	24	0	5	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
LOWRY-BTS-291	21	36	20	7	7	0	0	0	0	4	0	0	14	12	0	0	0	11	0	8	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes
LOWRY-BTS-292	11	27	14	6	15	8	0	0	11	0	0	9	10	4	7	0	0	8	0	0	0	9	0	d__Bacteria; p__WPS-2; c__WPS-2; o__WPS-2; f__WPS-2; g__WPS-2; s__hydrothermal_vent
LOWRY-BTS-293	22	62	27	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__uncultured; s__uncultured_delta
LOWRY-BTS-294	32	56	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__metagenome
LOWRY-BTS-295	23	43	27	0	0	0	0	13	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__OLB14; o__OLB14; f__OLB14; g__OLB14; s__uncultured_Chloroflexi
LOWRY-BTS-296	14	37	26	0	0	0	0	0	0	0	0	18	18	0	0	23	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
LOWRY-BTS-297	32	54	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__uncultured_bacterium
LOWRY-BTS-298	14	44	50	4	0	0	0	0	5	4	0	6	0	0	0	0	0	0	0	0	0	0	8	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__1-20; f__1-20; g__1-20
LOWRY-BTS-299	20	40	51	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__metagenome
LOWRY-BTS-300	19	28	54	0	12	0	0	0	0	0	0	9	0	0	0	0	0	11	0	0	0	0	0	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__DS-100; f__DS-100; g__DS-100
LOWRY-BTS-301	0	0	0	0	76	9	0	9	0	0	0	0	0	0	0	0	0	12	0	0	0	11	14	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium
LOWRY-BTS-302	21	26	43	0	20	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_soil
LOWRY-BTS-303	0	81	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas
LOWRY-BTS-304	0	0	0	0	0	0	0	8	10	7	0	11	22	19	8	0	0	15	8	0	0	6	7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter
LOWRY-BTS-305	27	13	33	0	14	0	0	8	0	0	0	0	0	3	3	7	0	9	5	0	0	4	0	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45; s__uncultured_Chloroflexi
LOWRY-BTS-306	0	0	0	0	0	13	0	32	40	0	0	39	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Thauera
LOWRY-BTS-307	16	25	30	0	24	7	0	0	6	0	4	0	0	0	7	0	0	0	0	0	0	0	4	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02
LOWRY-BTS-308	19	49	16	0	28	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__CCM19a; f__CCM19a; g__CCM19a; s__uncultured_bacterium
LOWRY-BTS-309	8	23	7	0	14	0	0	7	11	6	0	5	7	0	9	0	4	9	0	0	6	6	0	d__Bacteria; p__Planctomycetota; c__Pla4_lineage; o__Pla4_lineage; f__Pla4_lineage; g__Pla4_lineage
LOWRY-BTS-310	0	0	0	0	0	0	0	18	56	0	0	0	0	0	24	0	0	0	0	0	0	23	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae
LOWRY-BTS-311	0	0	0	0	0	0	0	0	17	0	0	25	39	0	0	0	0	14	26	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium
LOWRY-BTS-312	40	33	36	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas
LOWRY-BTS-313	29	29	43	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter
LOWRY-BTS-314	25	49	0	8	21	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190
LOWRY-BTS-315	24	45	34	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula
LOWRY-BTS-316	17	33	15	0	26	0	0	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium
LOWRY-BTS-317	13	0	0	0	0	12	0	17	0	0	0	18	14	0	0	0	0	17	0	0	0	26	0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__metagenome
LOWRY-BTS-318	0	66	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-319	0	0	0	0	0	0	0	0	21	12	0	0	23	11	0	0	0	20	0	0	0	12	17	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__uncultured
LOWRY-BTS-320	0	31	39	0	0	0	0	0	15	0	0	15	14	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-321	13	27	42	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__metagenome
LOWRY-BTS-322	15	35	18	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Pelobacter
LOWRY-BTS-323	7	43	11	0	12	0	0	0	18	0	0	0	0	0	10	8	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__OLB14; o__OLB14; f__OLB14; g__OLB14; s__uncultured_bacterium
LOWRY-BTS-324	0	36	21	0	0	0	0	13	0	0	0	24	0	0	0	0	0	15	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02
LOWRY-BTS-325	0	9	6	0	10	9	0	0	8	0	0	11	0	10	0	0	0	0	18	0	0	28	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured
LOWRY-BTS-326	9	36	30	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42
LOWRY-BTS-327	6	11	0	0	13	0	0	7	0	8	0	10	9	0	0	0	0	10	8	0	0	8	7	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota
LOWRY-BTS-328	22	48	0	0	0	0	0	0	0	0	8	20	0	0	0	8	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02; s__metagenome
LOWRY-BTS-329	10	19	10	0	8	11	0	17	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_Saprospiraceae
LOWRY-BTS-330	9	38	18	7	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17
LOWRY-BTS-331	0	28	32	0	20	7	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__Blastocatella
LOWRY-BTS-332	20	39	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ectothiorhodospirales; f__Thioalkalispiraceae; g__uncultured; s__uncultured_bacterium
